"artist_name","album_name","release_date","album_id","year","song_id","song_name","tempo","loudness","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","genre","rock"
"Butthole Surfers","Rock 90s","2023-01-07","2qn5C7PBj3QP9kQej81Ok2",2023,"3d2byPNfS5fL9K7n6n6JmD","Jerry Was A Race Car Driver",73.9360754160071,-14.5644590984955,0.360224359710108,0.197662181654245,0.181638453813966,0.205351539221634,0.172681871979611,0.130906864091527,0.280701537512779,0.109883516967073,0.125640596582601,0.18994430347297,0.300780463426413,0.921816911069732,42.1826181749499,-17.1516854478778,45.2500800456779,6.21487077387743,-3.47238431014177,-30.8639171407589,25.5236927916884,2.8227072218018,-13.7206542674224,-4.24652445577235,-8.29222165826384,6.06385376201286,"post-punk",0
"Silverstein","Redux II","2020-11-20","0jseldUUfdYrp6TZKRqkYy",2020,"0nfLlJeZX4QtPGHKxbIadL","My Disaster (2.0)",76.8264041598953,-18.6391860621801,0.352820382533428,0.336459419227327,0.26864044321743,0.194713597765241,0.175272094190862,0.259734396553497,0.277940543671874,0.296939330193477,0.214912424694453,0.269361797670796,0.212256933796448,0.241122648706654,37.203331961128,3.64901784056416,54.8843774234383,1.93901707060161,34.4947814278242,-16.7107130671835,-21.5259215086636,-3.35545065674462,-1.9401732867799,-4.56003056424265,-10.3440000206877,-4.27686619576882,"post-punk",0
"Joy Division","Unknown Pleasures (2007 Remaster)","1979-06-01","13NOZCH3BH73t9bCVPyPP8",1979,"7dZs1WjMeO4F8BUlXHQFz8","Shadowplay - 2007 Remaster",188.406601052253,-2.70426316613821,0.423322265195831,0.55604791650983,0.373151756785935,0.543393460492336,0.376884755054647,0.348104557767069,0.397474343348976,0.324690886084155,0.392890273004118,0.337768245883533,0.453794496839531,0.496723358970945,55.0748280061499,59.0563225934849,24.0710628239003,-6.80206442510332,6.16505177406205,-27.8648197362431,0.366520563610873,7.3330087489502,1.60073577180331,7.54575040012175,-10.272346937433,-0.454397387549999,"post-punk",0
"I See Stars","Digital Renegade (Instrumental)","2012-07-31","46XCEQkymSrqdJaBVqnW2G",2012,"2dTXc5Et5qgfxkwkuUeuCm","Electric Forest - Instrumental",60.3763479949371,-14.836152348129,0.318654551906631,0.177392465031219,0.555908292863927,0.25425520894259,0.108721963942979,0.270866555765223,0.200327135281548,0.488293834783545,0.277784008837879,0.222829571604091,0.193280070954735,0.173494009310144,40.9595967223218,-23.647492638833,68.5890028443779,12.2029763365906,42.0067374713151,-21.0184146150815,-7.03820256666169,-0.555391779093842,-2.03498568791533,-4.26462382845169,-7.05941507063962,1.11019586161083,"post-punk",0
"Wire","Live At The Roxy, London (1977) / Live At CBGB Theatre, New York (1978) [70's live DBL]","2006-11-13","2YbYcC1Ze4UOfGkqxUlhM6",2006,"1XtqsdWRPOE927naCngcNv","Mary Is A Dyke - (live 1st April 1977)",100.352383362153,-3.70963817272735,0.533732277273938,0.542250380786382,0.554434607201921,0.327597736515581,0.414129399990984,0.424206650130641,0.351026795208096,0.334697787951078,0.350761763127846,0.582120603658211,0.418667599556677,0.2989527582547,53.6854562889007,96.0971134771242,10.3286355428554,-3.6623735062194,-10.5541039899042,-35.184536398154,6.05888660170644,6.01860906712316,-6.70209973002413,4.94286857037143,-8.08981353112424,1.6886148611165,"post-punk",0
"New Order","Be a Rebel Remixed","2021-08-27","4dtfNhI3JHnj27BT0E6uhT",2021,"4cxhR76vCkLxn3MIujZDce","Be a Rebel",136.092010152506,-4.58358396929345,0.361144212744192,0.469916588759573,0.274115133421642,0.362008217975037,0.286324017363585,0.414057903306167,0.455057145300877,0.294786307047999,0.342776594769549,0.2927296156283,0.47675289484082,0.364575248629853,53.3542489124038,81.6500671754886,20.7028420545417,-8.6275858901988,3.62090166380729,-30.6036947909783,2.50581880674857,6.58761705237988,-11.5775549329602,7.66560142877015,-9.4092791400131,-7.4337421756184,"post-punk",0
"The Smiths","80's Music","2023-03-03","2FN14ciDKBcplGnhYBQmLQ",2023,"3VAIgOc9LlTm2UAe9P6NKO","Each Time You Break My Heart",109.726994457097,-6.54504531366488,0.450282079704036,0.477460862320226,0.381999129970327,0.25505742474619,0.256516705108373,0.258601800275813,0.366008895631688,0.580769546277612,0.372313271304954,0.335488386122127,0.32156703183374,0.251578116785737,50.2008621263085,17.1650268482567,5.58947230373254,-3.61619250000685,36.1240444104007,-30.500104492912,12.9031622380189,-4.84249217705683,0.30091718893805,-0.0695223120345143,-12.6699676293489,-3.06421386229953,"post-punk",0
"DEVO","Hardcore Live!","2015-02-24","54Z6QYjPYkV0HrM6uPIGvm",2015,"4aaxhWFGBXkhcnTynQElmt","Beehave",76.2060813219801,-8.6401766086999,0.596304849207526,0.588399515875897,0.503729541070458,0.388895074365279,0.538426829055285,0.428447102753253,0.343264580553582,0.34828453921303,0.330575332632964,0.380979111902364,0.298123879366021,0.500210778108934,49.1280308660215,55.7004972401007,-9.46995863397253,-22.7342085670881,17.491605798285,-34.4777418248889,-32.3573798738312,-4.43208804481002,25.3118980890645,11.0484784399054,-7.00704117291461,-7.29791250074553,"post-punk",0
"The Jesus and Mary Chain","Darklands (Expanded Version)","1987-08-31","5cFb5EJLTQ7u6YuGE922tu",1987,"7r1i1TZUGZQDxR5QHX4Mmx","Darklands",128.224946806661,-7.41015551146012,0.557035270629272,0.389958889108315,0.50831293938477,0.449873387957349,0.283905905156163,0.378543395922378,0.279717649611404,0.407469275830406,0.328961890772695,0.371519736983264,0.54723794095019,0.486954914650706,50.8562071950618,52.5348269804307,2.21312994325519,-3.2785956419599,7.66388489429368,-29.7458740508632,-7.60628743837393,-1.84991657417921,-4.76871283044034,2.04712412637554,-10.6070700824921,-11.1364025892694,"post-punk",0
"Talking Heads","Once in a Lifetime: The Talking Heads Box (2003 Remaster)","2003-11-10","6bVFYqSwHNl2lBX7mLlist",2003,"6m3PUpHv1aUcFrWU1Z6dJj","Stay Hungry - 2003 Remaster",148.003877894009,-9.73305207208028,0.322243806276793,0.340327902746743,0.512313879150409,0.43015873007924,0.612532982165664,0.48446438320507,0.354233351706704,0.293139710988704,0.284800359254475,0.439620565235795,0.325527642277418,0.368956336703862,47.4703811289128,82.0238288612743,-15.3518787917333,-19.4780476596989,-10.6301928045757,-29.3149524180531,-3.69674520290147,4.1806447508676,-6.43748768373973,2.32031814545959,-6.27860450472898,8.53795267846309,"post-punk",0
"Nico","Femme Fatale","2010-01-01","5VWh188wMDpxFHQDq6jPUO",2010,"4aHWz7HvmBG9wEZYjNe4Dt","Orly Flight",179.699072223682,-5.62620155270339,0.603377383866909,0.469516410097528,0.551104659200472,0.483202334683596,0.469355868004177,0.512202149803484,0.483190459039443,0.512909920742951,0.433770153594562,0.53028044674783,0.480792636259341,0.437892140258331,52.9347317896462,54.5417778712913,18.2058798531752,-17.9093929742185,-4.54058779073325,-35.0644485890665,1.83807748717235,0.638315181080843,-5.26606870134369,3.77923913454714,-6.00691413901616,2.87062629716021,"post-punk",0
"Bilmuri","RICH SIPS (Instrumental)","2019-12-16","6Nv8BHX5iBGBV5pVQXJUyX",2019,"2dFIKo5b159NWOUIRF8icV","BRUH.mp4 - Instrumental",149.706881339226,-4.74240563363797,0.298362703296769,0.367095617274694,0.262646695208805,0.228799616838887,0.274460103379305,0.545446850848057,0.65890725526327,0.496605226519589,0.40456872570309,0.31828320988544,0.19279903774908,0.166494295426311,53.4541633117667,97.3878728807789,-14.5536508823317,-22.4337844794994,-24.2620346274283,-25.0363442356944,-15.6384893289722,3.31354726263737,-1.49546289654423,3.34700337828396,-14.3717045585802,-3.85220504872114,"post-punk",0
"The Maine","Forever Halloween","2013-06-04","5FH7CopgHIKsbCpkvodmaB",2013,"1wZepQx5eNyzVWW3j8FBqq","Forever Halloween",91.1061862203355,-9.29223741675782,0.514950784478611,0.568651995238923,0.469656758916843,0.44657672281397,0.618971756198255,0.588702595284123,0.580910974226748,0.645701779906478,0.735493895341183,0.561616848070193,0.431226513925371,0.450287417910951,49.8763318957248,104.772692726809,20.7832086648341,-13.6749705281472,-3.76269781141501,-31.8552038305773,11.6349259084531,7.50723632204361,-31.7692644399303,-3.94709330616275,-6.47126070358342,2.80180079754148,"post-punk",0
"Underoath","Voyeurist","2022-02-25","5WjiWOtkQAXXtqkPL92SD6",2022,"5upZB6SAoXzcI3OZX7yia8","Cycle [Feat. Ghostemane]",102.226840436354,-8.25042669303221,0.344845613383171,0.227204245309632,0.362913176359213,0.198368953479833,0.510108337493618,0.217995687687563,0.267710695529359,0.35673608581747,0.212345253586902,0.233554900579235,0.168840290503576,0.432870959833525,48.4306985979621,71.0260208824601,-13.3266594888356,-6.1368619813206,-3.97319365097007,-28.5682732423893,0.438454574344863,-2.62580332696711,-2.66058136043601,0.100079915947656,-10.7772155219373,-1.77555032241722,"post-punk",0
"Molchat Doma","Трибьют t.A.T.u. ""200 по встречной""","2021-11-05","6vGQST667kLKUriMXcmTft",2021,"1zQrH7sMe9nAW8G52ypXW0","Новая модель",184.277189946409,-4.38772980482219,0.450360664126178,0.54830145739713,0.331275480918754,0.346212309478011,0.40627531408915,0.463215120700602,0.532140441068601,0.334732348923265,0.393668380772874,0.349874235242064,0.362553490277173,0.649372712298446,52.9854026097126,57.3680683080673,25.2715732048067,6.96889593823021,4.38735574315165,-25.86232420731,-14.985613716527,2.95488459141124,1.08793694240007,-2.28568934438254,-7.78066314990488,0.598150245344556,"post-punk",0
"The Smiths","The Queen Is Dead (Deluxe Edition)","1986-06-16","0vlgxCvO6LQXTR06b8r2rj",1986,"044eUPxg33OwIcCZ6elsGT","That Joke Isn't Funny Anymore - Live in Boston",131.384138457117,-12.7194227114866,0.511639403218583,0.414639266403608,0.524582592910948,0.369642924963136,0.731395532502568,0.372102439635175,0.357079410389749,0.39780697825932,0.30349698774657,0.449954873318092,0.293545135456152,0.554472442627904,44.6638757688412,68.881815022613,38.3179018695464,4.89081652014733,15.2621539860602,-27.8116481114111,4.34171142939397,1.88368594294907,0.632090918910014,5.83372763490164,-4.4828088375138,-0.552055776654218,"post-punk",0
"Bayside","The Walking Wounded (Gold Edition)","2008-07-22","6qQLVz4Eic52tgNMsjdGx5",2008,"0qBzTiujhsxS06ylgVqlvH","I And I - Live",102.484027292017,-5.17479747972451,0.48135461255807,0.347173914514588,0.299352565270222,0.231531605885945,0.358264707595585,0.621247318699204,0.390527848272539,0.359144082721163,0.300111369958822,0.460928172008544,0.298439927582434,0.267315629518468,51.795610431307,68.7576868066397,7.10367857584458,0.0404645434254475,-3.72443028394315,-28.0233770956629,7.99382101726759,9.48558024143612,-4.91459805047227,8.1725679928276,-14.8806244770477,-3.4273472367791,"post-punk",0
"Molchat Doma","505 (Deluxe)","2022-06-17","3KY1gWySaFXOmWImcN7vLm",2022,"1P4l4avcp1OJhgTE51Ei3v","Зло - Clip Version",174.437991678234,-5.73658560184718,0.318329364620272,0.484618909664937,0.262170798097593,0.441617921946983,0.526020108569787,0.259405278138212,0.276670669573854,0.183535787826666,0.37376282293581,0.321634046805615,0.283699693155418,0.338450862839745,51.3399567265505,52.907274125707,17.4877196605027,-7.86958900098596,14.8320836409326,-25.4114157212382,4.06385448023487,-1.2045479007907,0.0278661251286358,2.05519446747428,-10.6734610670006,2.70777096682424,"post-punk",0
